id,sentiment,aspect,text
2135,positive,anecdotes,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT."
91,positive,anecdotes,I will be going back and heartily recommend it!
2970,positive,anecdotes,Would definitely visit again.
1004,positive,anecdotes,Definitely worth the trip to Battery Park City!
1307,neutral,anecdotes,so i thought why not change it up a bit.
2602,neutral,anecdotes,P.S. Please don't tell anyone in my family i eat there.
2361,neutral,anecdotes,"To celebrate a birthday, three of us went to Mare anticipating great food."
3182,positive,anecdotes,"I went to pams with my girlfriend, and i love it."
1213,neutral,anecdotes,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.
1537,negative,anecdotes,We had a most unpleasant experience at this restaurant.
2112,neutral,anecdotes,I went there with my friend last saturday.
200,neutral,anecdotes,Just an odd group.
1400,positive,anecdotes,I love this place!
1019,negative,anecdotes,it is not consistent.
3706,neutral,anecdotes,Was there Friday night.
2010,neutral,anecdotes,We had a girls' night dinner here for restaurant week.
3483,negative,anecdotes,"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling."
1719,positive,anecdotes,I recommend it!
2442,positive,anecdotes,I have taken practically every guest that has come to visit me in NY and hooked a few New Yorkers onto Peep as well.
3101,neutral,anecdotes,enough said!
542,neutral,anecdotes,I don't live in NY but my best friend does.
828,positive,anecdotes,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!"
2587,neutral,anecdotes,After the review I treked into Brooklyn.
39,negative,anecdotes,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.
2689,neutral,anecdotes,"Recommendations, of course, are required!"
2282,neutral,anecdotes,You fellas above says its the best Taiwanese restaurant in town.
2943,positive,anecdotes,"Yeah, it's that good."
2245,positive,anecdotes,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced."
2028,positive,anecdotes,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night."
2810,positive,anecdotes,"I am so coming back here again, as much as I can."
3293,positive,anecdotes,I have been going back again and again.
3659,positive,anecdotes,"Overall, excellent restaurant!"
3512,negative,anecdotes,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude."
538,positive,anecdotes,I ate here for the first time and absolutely loved it!
2736,positive,anecdotes,This is by far my favorite place in the neighborhood.
669,negative,anecdotes,But too far east!
677,positive,anecdotes,Satisfying.
2551,positive,anecdotes,Highly Highly Highly recommended!
158,neutral,anecdotes,We were fast to order the appetizer platter since we were very hungry.
1546,conflict,anecdotes,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful."
2560,positive,anecdotes,This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.
3165,negative,anecdotes,now if they could only get a toaster.
2601,positive,anecdotes,You will find yourself returning quite often.
3058,negative,anecdotes,Go only if you are already in the neighborhood and don't want to bother going farther for a better place.
3138,neutral,anecdotes,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in."
2722,positive,anecdotes,You cannot go wrong at the Red Eye Grill.
1547,negative,anecdotes,It appears to be the owner's first venture and it shows.
1740,neutral,anecdotes,I go twice a month!
337,negative,anecdotes,The worst excuse for Japanese food I've ever encountered.
2027,negative,anecdotes,A million better places to go in the city.
595,conflict,anecdotes,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype."
1375,positive,anecdotes,I love it.
613,positive,anecdotes,If you want something really different than try Jekyll and Hyde.
1329,negative,anecdotes,"We had reservations at 9pm, but was not seated until 10:15pm."
623,neutral,anecdotes,Its located in greenewich village.
294,negative,anecdotes,Three strikes and this restaurant is out.
3375,neutral,anecdotes,We bring in a party of ten or so every week.
3640,positive,anecdotes,We would return to this place again!
551,positive,anecdotes,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
3689,neutral,anecdotes,We could only get through an appetizer and cheese fondue.
2372,positive,anecdotes,happy to be a regular at this place and would warmly recommend it to anyone.
3561,positive,anecdotes,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.
2600,positive,anecdotes,I highly recommend to anyone to give this place a try.
630,positive,anecdotes,I highly recommend visiting this restaurant and having dinner and drinks!
1804,neutral,anecdotes,I agree.
2657,negative,anecdotes,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
2237,negative,anecdotes,It just wasn't Thai.
304,positive,anecdotes,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.
3154,positive,anecdotes,I love to visit Murrays for my bagel fix.
2971,positive,anecdotes,Recommended.
2586,neutral,anecdotes,I think locals rate this place so high.
1522,positive,anecdotes,Go girls!!!
760,neutral,anecdotes,"For asian fusion, there are many places further downtown."
120,neutral,anecdotes,Old school meets New world.
2295,positive,anecdotes,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.
2880,positive,anecdotes,This is probably one of my new favorite places.
2034,negative,anecdotes,"For being number 1, this place has alot of work to do in order to truly earn its so called reputation."
3299,neutral,anecdotes,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants."
1208,neutral,anecdotes,The one on the east side is much better than the one on the west side.
302,positive,anecdotes,This restaurant is such a great place.
2956,positive,anecdotes,I've been several times and am totally smitten.
569,negative,anecdotes,Terrible experience.
658,positive,anecdotes,I love the place.
3690,neutral,anecdotes,Will have to return to try the chocolate!
2163,neutral,anecdotes,Our first time in New York and we had to try a New York Bagel.
2108,negative,anecdotes,this one is definintely my least favorite.
3452,neutral,anecdotes,I have been urged by friends for months to check out the mermaid inn.
3675,positive,anecdotes,"Everytime my husband and I go there, we are never disappointed."
223,positive,anecdotes,We were not disappointed.
1667,neutral,anecdotes,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.
2651,negative,anecdotes,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!"
596,neutral,anecdotes,"Rao is a good restaurant, but it's nothing special."
876,neutral,anecdotes,"When we left at 8:00 PM, it was packed and noisy."
248,neutral,anecdotes,"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown."
1058,positive,anecdotes,Never fails to please.
2703,positive,anecdotes,Will absolutely visit again.
2895,positive,anecdotes,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
1432,positive,anecdotes,I consider the best Grand Sichuan restaurant in NYC.
1527,positive,anecdotes,we spent 50 $$ definetly will come back with my friends!!!
1926,neutral,anecdotes,Went to Village last night for my birthday.
2388,conflict,anecdotes,That's good and bad.
3417,neutral,anecdotes,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
909,neutral,anecdotes,We visited Orsay during NY Restaurant Week and tried their $35 menu.
804,conflict,anecdotes,"came here for restaurant week, didn't save much, but it was still great."
1153,negative,anecdotes,Would NEVER go back there.
769,neutral,anecdotes,Three of us arrived for dinner about 5:30 on a week night without reservations.
661,conflict,anecdotes,There is usually a wait but it is well worth it.
1437,neutral,anecdotes,"Be careful, when they say spicy, they mean it!"
2532,negative,anecdotes,Your money could easily be better spent elsewhere (Anywhere).
1953,neutral,anecdotes,Bring your appetites.
597,positive,anecdotes,"Seriously, this place kicks ass."
2168,positive,anecdotes,I loved it and would HIGHLY RECOMMEND.
3023,neutral,anecdotes,I've been here twice now.
1587,positive,anecdotes,THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.
3106,negative,anecdotes,"However, I do not understand the extraordinary hype about this restaurant."
606,positive,anecdotes,I will be returning.
3705,positive,anecdotes,Nice place though.
1051,positive,anecdotes,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!
3539,neutral,anecdotes,"Similar to other Indian restaurants, they use the dinner special to attract customers at the door."
3134,neutral,anecdotes,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
1935,positive,anecdotes,"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20."
2381,negative,anecdotes,"But WARNING: to all those that use this site be weary, be very weary of recommendations."
625,positive,anecdotes,We had a great time at the Jekyll and hyde Pub last night.
1484,positive,anecdotes,Try it side by side and there's no comparison.
3630,neutral,anecdotes,So sorry I can't rate this better.
2788,positive,anecdotes,Buon appetito!
3618,positive,anecdotes,"If we were to move from the upper east side, we would genuinely miss this restaurant."
2416,neutral,anecdotes,"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late."
3622,positive,anecdotes,I would highly recommend it.
149,positive,anecdotes,It's great to go for a quick lunch either alone or with a friend.
1765,positive,anecdotes,LLOOVVE THIS PLACE.
877,neutral,anecdotes,So some of the reviews here are accurate about the crowd and noise.
3453,positive,anecdotes,"Finally, after all the raving I went to check it out with one of my enthusiastic friends this last Saturday night and let me tell you its all its cracked up to be."
1243,neutral,anecdotes,"Place should also have a 1,2,3 chili rating to be more authentic..."
2670,neutral,anecdotes,Went last Thursday.
781,positive,anecdotes,I love this place more and more everytime i go.
258,positive,anecdotes,I go and eat out at many different restaurants and this is one place you have go and try.
697,positive,anecdotes,Saul is the best restaurant on Smith Street and in Brooklyn.
303,neutral,anecdotes,"I have been here a few times for dinner, once for brunch and twice for lunch."
549,neutral,anecdotes,We went to Ino for Valentines.
3354,conflict,anecdotes,"It was good, but was not what I thought it would be."
1831,neutral,anecdotes,"He always says, I don't have customers."
2906,neutral,anecdotes,instead ordered an ice cold beer which to me works with indian.
3645,positive,anecdotes,Good for dates or with friends.
1573,positive,anecdotes,We had a good time.
873,neutral,anecdotes,"Based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 PM."
321,neutral,anecdotes,Came looking for this place because I heard good things.
249,neutral,anecdotes,I live on the street this place is on.
3646,negative,anecdotes,Horrible.
2395,positive,anecdotes,Its worth the wait though.
2691,positive,anecdotes,What an amazing meal and experience!
1692,neutral,anecdotes,Nothing special about this place.
3556,positive,anecdotes,and never strayed.
3612,neutral,anecdotes,Leave the kids at home!
2037,negative,anecdotes,"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else."
2752,neutral,anecdotes,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.
726,positive,anecdotes,Big thumbs up!
3005,neutral,anecdotes,we were seated at the sushi bar in front of yasuda.
3490,neutral,anecdotes,We have lived in Chelsea for two years and have never noticed this restaurant.
1193,neutral,anecdotes,That's why you have to pay more for that.
3314,neutral,anecdotes,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.
1889,positive,anecdotes,I loved it.
2286,neutral,anecdotes,"They're are better Taiwanese restaurants and they are located in Flushing, Queens."
1126,neutral,anecdotes,but I wouldn't wanna live there.
1783,neutral,anecdotes,Arigato Gozimas Yuka!
2506,positive,anecdotes,Tuk Tuk is one of the rare choices for me to go in Brooklyn.
2641,positive,anecdotes,This quiet dark asian bistro is well worth the trip.
497,neutral,anecdotes,I knew upon visiting NYC that I wanted to try an orginal deli.
422,positive,anecdotes,I would highly recommend this place!
122,positive,anecdotes,Thank You Emilio.
2054,positive,anecdotes,First of all Dal Bukhara Rocks.
274,positive,anecdotes,"Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants."
261,positive,anecdotes,I would defiantly come back here again as one of my top choices.
3232,positive,anecdotes,Worth the trip from Manhattan.
1591,positive,anecdotes,I loved everythig about it-especially the shows and actors.
799,negative,anecdotes,"The food was just OK, I would never go back."
592,positive,anecdotes,I can't wait for the nex time.
2999,positive,anecdotes,Great neighborhood joint.
800,neutral,anecdotes,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.
446,positive,anecdotes,I take all my NYC guests to VT's.
894,negative,anecdotes,"Even with the prix fixe pricing, this restaurant is not worth it."
3253,positive,anecdotes,"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case."
2411,positive,anecdotes,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation."
1181,neutral,anecdotes,"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door."
1113,positive,anecdotes,I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.
834,neutral,anecdotes,A bit breezy up there on the mezzanine from the wind coming from the tracks.
1968,neutral,anecdotes,I went to DF for Valentines Day dinner.
1583,positive,anecdotes,I LOVED THE SHOWS.
2370,neutral,anecdotes,"and i have been around the block, to say the very least."
2886,positive,anecdotes,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.
3565,neutral,anecdotes,"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal."
1841,positive,anecdotes,Give it a try and enjoy.
1545,neutral,anecdotes,...and that's saying a lot.
3671,negative,anecdotes,The only thing I could get attention from was one of at least two cats running around that kept batting at my table.
3384,positive,anecdotes,if your into thai..you cannot miss this great restaurant.
103,positive,anecdotes,"Going to Ballato's is like coming home and eating in my own kitchen, an absolute delight!"
2713,positive,anecdotes,I think this is one of the more underrated places in the city.
824,positive,anecdotes,for out-of-towners who will get a big thrill out of the location!
962,positive,anecdotes,Everyone that has ever come here with me has become a convert and returned regularly with their own friends.
561,positive,anecdotes,I go at least 3 times a month and have never been disappointed.
138,neutral,anecdotes,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity."
2631,positive,anecdotes,"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups."
2669,negative,anecdotes,"I actually gave Patroon another chance before writing this, but the second visit was even worse."
3137,neutral,anecdotes,"Also, if you don't want to sit at a certain table, you don't have to!"
2662,positive,anecdotes,Unbelievable.
1071,positive,anecdotes,A little pricey but it really hits the spot on a Sunday morning!
453,neutral,anecdotes,I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.
1167,positive,anecdotes,As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.
3,positive,anecdotes,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it."
1457,positive,anecdotes,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions."
254,negative,anecdotes,This restaurant was way overhyped.
1530,negative,anecdotes,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.
1958,positive,anecdotes,"Now at the top of our list, Del Frisco's Steakhouse."
3415,positive,anecdotes,I cannot imagine you not rushing out to eat there.
36,negative,anecdotes,This was the worst dining experience I've ever had.
2617,positive,anecdotes,I thought I had died and gone to heaven.
1501,neutral,anecdotes,"Not someplace I would seek to try out but if I am in the area again, I will certainly stop by."
1799,negative,anecdotes,Every waitress and customer who passed by me bumped into my chair.
2143,positive,anecdotes,I have been going there since it opened and I can't get enough.
2711,positive,anecdotes,"In fact, you can't miss it."
2238,positive,anecdotes,I recently tried Suan and I thought that it was great.
1433,neutral,anecdotes,It is run by the same Sichuan chef who started the chain in Chinatown.
2196,neutral,anecdotes,Get the feeling they settled into a groove a while ago.
2914,negative,anecdotes,"I don't get it, what's so special about Prune ?"
1552,positive,anecdotes,I'd definitely recommend this little place.
3627,positive,anecdotes,"Again, if you are in this neighborhood - by all means, come here."
1489,positive,anecdotes,Do yourself a favor and walk the extra avenue from joe's to eat here.
660,positive,anecdotes,I have eaten at Shabu Tatsu at least 5 times and I always want to go back for more!
3480,negative,anecdotes,Get it together.
1459,positive,anecdotes,"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce."
733,positive,anecdotes,"In such a crappy part of town to find a good value for lunch, this place is great."
1305,negative,anecdotes,"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible."
1438,negative,anecdotes,"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place."
467,positive,anecdotes,A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.
1781,positive,anecdotes,I must give it Yon out of Yon stars!
1454,negative,anecdotes,"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese."
642,positive,anecdotes,Enjoy!!!
2694,positive,anecdotes,Kudos to Po!
1888,neutral,anecdotes,My boyfriend and I were in NY for a few days and Pastis was a place that came recommended.
289,neutral,anecdotes,I read the other review and have to say I had the opposite experience here last Sunday.
3514,negative,anecdotes,Never again!
2826,negative,anecdotes,For Park avenue I expected so much more.
35,negative,anecdotes,So rude.
1303,negative,anecdotes,There are much better places in NY with better prices.
1647,positive,anecdotes,"Everything is delicious, though, my gf and I come here once a week sometimes- you will get addicted!"
2902,positive,anecdotes,"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences."
1510,positive,anecdotes,Great deal!
1346,positive,anecdotes,"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves."
2581,neutral,anecdotes,We do not need to go to a four-star restaurant anymore.
161,positive,anecdotes,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.
1376,positive,anecdotes,I plan on stopping by next week as well.
1721,positive,anecdotes,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city."
601,positive,anecdotes,We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.
2162,positive,anecdotes,Highly recommended to all!
2800,positive,anecdotes,highly recommended.
2525,negative,anecdotes,"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea."
501,positive,anecdotes,It will be on my to do list the next visit to NYC.
460,positive,anecdotes,I was pleasantly surprised to find this gem in Hoboken.
3481,negative,anecdotes,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.
308,neutral,anecdotes,"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info."
61,positive,anecdotes,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!"
1468,positive,anecdotes,This is a fun restaurant to go to.
1900,neutral,anecdotes,Had a late night dinner on a Saturday night.
115,positive,anecdotes,Bravissimo !!
2550,positive,anecdotes,Once they ran out of Gnochi and made it for me from scratch!
3635,positive,anecdotes,We would like to thank Marcelo and Grace for a wonderful dining experience!!!
2778,positive,anecdotes,"Found service above average, but that could be because we were 13 of us."
903,positive,anecdotes,"When I arrived at Orsay I was thrown back, in a veyr good sense."
2130,neutral,anecdotes,"This is the Cheers of New York, whether you've ever been there or not."
1824,positive,anecdotes,It's to die for!
2666,negative,anecdotes,Overall a disappointing experience for that price category.
1409,neutral,anecdotes,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood."
1912,positive,anecdotes,You will be satisfied.
5,positive,anecdotes,Another great place to take out-of-towners!
1237,neutral,anecdotes,"But, hey, there is anything better with a decent vegetarian selection in Astoria."
881,negative,anecdotes,We were less than impressed.
417,negative,anecdotes,A Thai restaurant out of rice during dinner?
1309,negative,anecdotes,but still my date was bad
1598,positive,anecdotes,Would definitely go back again.
582,positive,anecdotes,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.
2493,positive,anecdotes,Overall a worthwhile experience.
1212,neutral,anecdotes,"It's really a takeaway place, I wouldn't sit if I could take it home."
1582,positive,anecdotes,THE MOST FUN RESTAURANT I HAVE EVER BEEN TOO!
3290,positive,anecdotes,I had a great experience.
2147,positive,anecdotes,I recommend this place to everyone who asks me where to go for a good meal.
3160,positive,anecdotes,"Having been a long time Ess-a-Bagel fan, I was surpised to find myself return time and time again to Murray's."
3069,positive,anecdotes,Go for it!
2072,positive,anecdotes,Highly recommended.
1456,positive,anecdotes,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat."
1954,neutral,anecdotes,I do suggest to ask to be seated upstairs if you are looking to be a little cozy.
643,neutral,anecdotes,"To speak of the Park Side, words can not describe."
3580,positive,anecdotes,"I would recommend Roxy's for that, but not for their food."
3524,neutral,anecdotes,We always get a sampling of appetizers and share.
510,positive,anecdotes,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio)."
600,conflict,anecdotes,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up."
1596,positive,anecdotes,"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant."
967,neutral,anecdotes,"No food snobs allowed, this place is for people who appreciate good food."
2242,positive,anecdotes,Suan is a great place that I often take my friends (classmates) too.
2650,negative,anecdotes,Not a great place for family or general dining.
1149,neutral,anecdotes,I thought going to Jimmys would give me a real Domincan exprience.
2812,neutral,anecdotes,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave."
795,negative,anecdotes,I was wrong.
2929,negative,anecdotes,No plans to return anytime soon.
872,positive,anecdotes,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.
2828,negative,anecdotes,I just do not understand what the fuss is all about.
635,positive,anecdotes,"We liked it so much, that we will always make it a point to dine here when we visit New York."
2249,neutral,anecdotes,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal."
761,negative,anecdotes,For an untrendy rip-off- eat here.
2322,positive,anecdotes,I can't wait to go back.
3476,negative,anecdotes,I HATE HATE HATE this place.
2080,positive,anecdotes,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.
3093,positive,anecdotes,Wonderful!
1414,positive,anecdotes,Go hungry and enjoy.
3603,neutral,anecdotes,I have eaten a lot of pizza here.
2809,positive,anecdotes,This place is worth an one-hour drive.
2849,positive,anecdotes,All I can say is WOW!
1544,conflict,anecdotes,This is a cute place and could be good but they need to get their act together.
3468,positive,anecdotes,So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.
1011,negative,anecdotes,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.
1651,negative,anecdotes,The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!
1777,negative,anecdotes,wont come back again for sure!
919,neutral,anecdotes,i went to utsav about a yr ago with my family.
2206,negative,anecdotes,"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table."
879,positive,anecdotes,Bon appettite!!
3604,positive,anecdotes,"La Rosa waltzes in, and I think they are doing it the best."
3610,positive,anecdotes,"A great addition to Smith Street: finally, a place that's not pretentious and filled with women wearing Ugg boots."
2656,negative,anecdotes,We spent $200 in this place and left hungry and very disappointed.
2598,positive,anecdotes,It is simply amazing.
3172,neutral,anecdotes,I complete the total bagel experience by having it lightly toasted.
2992,negative,anecdotes,I liked this place the first time but doubt I will ever return.
1276,neutral,anecdotes,A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.
2367,negative,anecdotes,"Skip this restaurant, it's a big disappointment."
307,positive,anecdotes,This restaurant is a wonderful place to go many times and it is reasonably priced.
860,positive,anecdotes,"Bravo, Blue Hill!"
2594,positive,anecdotes,"Conveniently located too, being right on Bedford ave."
607,neutral,anecdotes,My friends and I came across this place while walking in the village.
2665,negative,anecdotes,This place is to be avoided.
1803,negative,anecdotes,My sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.
850,neutral,anecdotes,"At 6:30, we were the third party there."
2596,positive,anecdotes,I will definetly be going back.
3602,neutral,anecdotes,"No, really."
1604,neutral,anecdotes,I've been to Naples 45 for dinner twice.
2009,positive,anecdotes,I'm saving up for my next visit.
1311,negative,anecdotes,Amma is nothing special.
246,neutral,anecdotes,Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.
1771,neutral,anecdotes,"believe us, we've been eating sushi for over 15 yrs."
1913,positive,anecdotes,"Worth it for a special occasion, or any time!"
226,positive,anecdotes,I recommend to anyone who wants to dress up and impress the lady.
1708,neutral,anecdotes,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one."
593,neutral,anecdotes,"Been there, done that, and New York, it's not that big a deal."
230,positive,anecdotes,Definitely a once a year treat that I look forward to around the holidays!
3136,neutral,anecdotes,from an English speaking staff.
3187,positive,anecdotes,A defitely must visit.
2700,neutral,anecdotes,"I went here with a friend on a whim, we went someplace else first and couldn't get a table."
15,neutral,anecdotes,My friends and I showed up on a Sat.
2942,positive,anecdotes,great experience overall.
3510,negative,anecdotes,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.
3030,neutral,anecdotes,(I've ordered from the 2nd ave.
328,positive,anecdotes,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!"
512,negative,anecdotes,"Took my mom for Mother's Day, and the maitre d' was pretty rude."
3019,neutral,anecdotes,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.
419,neutral,anecdotes,A friend from Seattle and I went on a Thursday night around 8:30.
1960,positive,anecdotes,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.
706,neutral,anecdotes,"Just remember, the later you go, the longer you may have to wait."
1285,positive,anecdotes,I live in the neightborhood and am a regular.
2461,positive,anecdotes,IT IS WHAT MODERN CUISINE IS ALL ABOUT.
3022,positive,anecdotes,"In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back."
2065,positive,anecdotes,I definitely will go back.
3063,positive,anecdotes,Finally!
87,neutral,anecdotes,"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot."
2499,positive,anecdotes,I've never been disappointed.
721,neutral,anecdotes,"From the street it looks very hidden, and is actually an old warehouse."
3233,positive,anecdotes,My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.
3545,conflict,anecdotes,"I wouldn't mind going back some time, but not before trying others nearby."
210,positive,anecdotes,I found this restaurant to be one that truly values its patrons.
1517,positive,anecdotes,"For some reason the place was empty when we got in and remained so for the entire evening, I don't understand why but we had a blast and will definately go back the next time we are in the area."
2379,neutral,anecdotes,But I just would like to say I read the reviews people left and thats why I checked it out.
2305,neutral,anecdotes,"I've eaten at Pizza Gruppo a few times, but more often I order delivery."
848,positive,anecdotes,Beautiful experience.
1966,positive,anecdotes,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2."
1150,neutral,anecdotes,Jimmy is Dominican!
2610,neutral,anecdotes,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!)
649,positive,anecdotes,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time"
2954,negative,anecdotes,The neighborhood was nice though so check out another restaurant instead.
490,positive,anecdotes,If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.
1426,neutral,anecdotes,This is also where I was from.
1992,neutral,anecdotes,Everything is for sale in here including the sculptured iron statue on the table.
1857,neutral,anecdotes,The space is nice but when we order our drink we were in for a surprise.
1480,positive,anecdotes,Joe's Pizza used to have the best slice until this pizzeria opened up.
3094,positive,anecdotes,I have never had anything like it!
1717,neutral,anecdotes,"Yeah the crowd can take it a bit seriously, but it shouldn't."
1299,neutral,anecdotes,"I am Indian, and I have tried many Indian places in NY."
2488,neutral,anecdotes,"On a recent Saturday night, I was with a group of 5 at the Bread Bar."
3595,negative,anecdotes,It was so bad I actually refused to pay for my food.
1097,positive,anecdotes,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.
2844,positive,anecdotes,"This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!"
1584,positive,anecdotes,THE FRANKENSTEIN SHOW WAS THE BEST.
